Timestamp,video_id,Filename,Prompt,Style,rfc,cfg,CLIP Score,PickScore,Temporal Consistency,Embedding Distance,
2025-08-13 12:42:44,ApplyMakeup,animation-0000.mp4,"A focused woman carefully applies eyeliner with a thin brush in her bathroom, anime style",anime1,0.3,5,0.2251,16.6921,0.9684,0.7712,
2025-08-13 12:42:59,ApplyMakeup,animation-0003_prior0.1.mp4,"A focused woman carefully applies eyeliner with a thin brush in her bathroom, anime style",anime1,0.1,5,0.2819,16.6537,0.9198,0.7077,
2025-08-13 12:43:17,ApplyMakeup,animation-0002_cfg9.mp4,"A focused woman carefully applies eyeliner with a thin brush in her bathroom, anime style",anime1,0.3,9,0.2269,17.0815,0.9671,0.7704,
2025-08-13 12:43:28,ApplyMakeup,animation-0006_prior0.1_cfg9.mp4,"A focused woman carefully applies eyeliner with a thin brush in her bathroom, anime style",anime1,0.1,9,0.2765,17.3133,0.9132,0.7142,
2025-08-13 12:43:51,ApplyMakeup,animation-0001_cfg12.mp4,"A focused woman carefully applies eyeliner with a thin brush in her bathroom, anime style",anime1,0.3,12,0.2494,16.9491,0.9604,0.7463,
2025-08-13 12:44:04,ApplyMakeup,Xanimation-0005_prior0.1_cfg12.mp4,"A focused woman carefully applies eyeliner with a thin brush in her bathroom, anime style",anime1,0.1,12,0.2827,16.8796,0.9185,0.7091,
2025-08-13 12:45:49,ApplyMakeup,animation-0000.mp4,"A focused woman carefully applies eyeliner with a thin brush in her bathroom, anime style",anime2,0.3,5,0.2121,16.0159,0.98,0.786,
2025-08-13 12:46:00,ApplyMakeup,animation-0001_prior0.1.mp4,"A focused woman carefully applies eyeliner with a thin brush in her bathroom, anime style",anime2,0.1,5,0.235,17.471,0.9423,0.7591,
2025-08-13 12:46:12,ApplyMakeup,animation-0004_cfg9.mp4,"A focused woman carefully applies eyeliner with a thin brush in her bathroom, anime style",anime2,0.3,9,0.2561,17.4691,0.9706,0.741,
2025-08-13 12:46:26,ApplyMakeup,Xanimation-0003_prior0.1_cfg9.mp4,"A focused woman carefully applies eyeliner with a thin brush in her bathroom, anime style",anime2,0.1,9,0.2559,17.7514,0.9504,0.7386,
2025-08-13 12:46:45,ApplyMakeup,animation-0005_cfg12.mp4,"A focused woman carefully applies eyeliner with a thin brush in her bathroom, anime style",anime2,0.3,12,0.2639,18.2362,0.968,0.7325,
2025-08-13 12:47:41,ApplyMakeup,animation-0002_prior0.1_cfg12.mp4,"A focused woman carefully applies eyeliner with a thin brush in her bathroom, anime style",anime2,0.1,12,0.2284,17.7941,0.9446,0.766,
2025-08-12 23:32:40,ApplyMakeup,animation-0000.mp4,"A focused woman carefully applies eyeliner with a thin brush in her bathroom, mecha style",mecha,0.3,5,0.2299,16.555,0.9766,0.7679,
2025-08-12 23:32:58,ApplyMakeup,animation-0001_prior0.1.mp4,"A focused woman carefully applies eyeliner with a thin brush in her bathroom, mecha style",mecha,0.1,5,0.2992,17.5669,0.9342,0.6924,
2025-08-12 23:33:10,ApplyMakeup,animation-0004_cfg9.mp4,"A focused woman carefully applies eyeliner with a thin brush in her bathroom, mecha style",mecha,0.3,9,0.2459,17.0003,0.9615,0.7501,
2025-08-12 23:33:27,ApplyMakeup,animation-0002_prior0.1_cfg9.mp4,"A focused woman carefully applies eyeliner with a thin brush in her bathroom, mecha style",mecha,0.1,9,0.2965,17.8623,0.8962,0.689,
2025-08-12 23:33:41,ApplyMakeup,animation-0005_cfg12.mp4,"A focused woman carefully applies eyeliner with a thin brush in her bathroom, mecha style",mecha,0.3,12,0.2213,17.3702,0.9598,0.7746,
2025-08-12 23:33:50,ApplyMakeup,animation-0003_prior0.1_cfg12.mp4,"A focused woman carefully applies eyeliner with a thin brush in her bathroom, mecha style",mecha,0.1,12,0.3029,17.8004,0.861,0.6775,
2025-08-12 23:23:42,ApplyMakeup,animation-0000.mp4,"A focused woman carefully applies eyeliner with a thin brush in her bathroom, pixel art style",pixel,0.3,5,0.2108,17.0011,0.9723,0.7868,
2025-08-12 23:24:04,ApplyMakeup,animation-0001_prior0.1.mp4,"A focused woman carefully applies eyeliner with a thin brush in her bathroom, pixel art style",pixel,0.1,5,0.2811,16.7997,0.9568,0.7142,
2025-08-12 23:25:04,ApplyMakeup,animation-0004_cfg9.mp4,"A focused woman carefully applies eyeliner with a thin brush in her bathroom, pixel art style",pixel,0.3,9,0.2361,17.2465,0.9734,0.7612,
2025-08-12 23:25:21,ApplyMakeup,animation-0002_prior0.1_cfg9.mp4,"A focused woman carefully applies eyeliner with a thin brush in her bathroom, pixel art style",pixel,0.1,9,0.2966,17.373,0.9476,0.6975,
2025-08-12 23:25:38,ApplyMakeup,animation-0005_cfg12.mp4,"A focused woman carefully applies eyeliner with a thin brush in her bathroom, pixel art style",pixel,0.3,12,0.2399,17.2982,0.9726,0.7578,
2025-08-12 23:25:48,ApplyMakeup,animation-0003_prior0.1_cfg12.mp4,"A focused woman carefully applies eyeliner with a thin brush in her bathroom, pixel art style",pixel,0.1,12,0.2907,17.5511,0.9655,0.7054,
2025-08-13 13:17:48,BoxingPunchingBag,animation-0000.mp4,"A man wearing white tank top practices boxing, punching a red heavy bag in his garage home gym, anime style",anime1,0.3,5,0.347,18.9777,0.9501,0.6467,
2025-08-13 13:18:01,BoxingPunchingBag,animation-0001.mp4,"A man wearing white tank top practices boxing, punching a red heavy bag in his garage home gym, anime style",anime1,0.1,5,0.3595,18.6348,0.9522,0.6354,XXX
2025-08-13 13:18:10,BoxingPunchingBag,animation-0002.mp4,"A man wearing white tank top practices boxing, punching a red heavy bag in his garage home gym, anime style",anime1,0.3,9,0.3526,19.6225,0.957,0.642,
2025-08-13 13:18:26,BoxingPunchingBag,animation-0003.mp4,"A man wearing white tank top practices boxing, punching a red heavy bag in his garage home gym, anime style",anime1,0.1,9,0.3353,17.9586,0.9028,0.654,
2025-08-13 13:18:39,BoxingPunchingBag,animation-0004.mp4,"A man wearing white tank top practices boxing, punching a red heavy bag in his garage home gym, anime style",anime1,0.3,12,0.3408,19.1497,0.9154,0.6478,
2025-08-13 13:18:48,BoxingPunchingBag,animation-0005.mp4,"A man wearing white tank top practices boxing, punching a red heavy bag in his garage home gym, anime style",anime1,0.1,12,0.3272,17.7057,0.9233,0.6628,
2025-08-13 13:29:42,BoxingPunchingBag,animation-0000.mp4,"A man wearing white tank top practices boxing, punching a red heavy bag in his garage home gym, anime style",anime2,0.3,5,0.3622,19.3644,0.9569,0.632499992847443,
2025-08-13 13:29:59,BoxingPunchingBag,animation-0001.mp4,"A man wearing white tank top practices boxing, punching a red heavy bag in his garage home gym, anime style",anime2,0.1,5,0.3831,18.188,0.9546,0.612200021743774,XXX
2025-08-13 13:30:08,BoxingPunchingBag,animation-0002.mp4,"A man wearing white tank top practices boxing, punching a red heavy bag in his garage home gym, anime style",anime2,0.3,9,0.3538,17.903,0.9291,0.639100015163422,
2025-08-13 13:30:16,BoxingPunchingBag,animation-0003.mp4,"A man wearing white tank top practices boxing, punching a red heavy bag in his garage home gym, anime style",anime2,0.1,9,0.3808,18.8734,0.9577,0.614099979400635,
2025-08-13 13:30:57,BoxingPunchingBag,animation-0004.mp4,"A man wearing white tank top practices boxing, punching a red heavy bag in his garage home gym, anime style",anime2,0.3,12,0.3161,18.3417,0.8969,0.674899995326996,
2025-08-13 13:31:06,BoxingPunchingBag,animation-0005.mp4,"A man wearing white tank top practices boxing, punching a red heavy bag in his garage home gym, anime style",anime2,0.1,12,0.3647,17.9393,0.9714,0.6317999958992,
2025-08-13 13:12:06,BoxingPunchingBag,animation-0000.mp4,"A man wearing white tank top practices boxing, punching a red heavy bag in his garage home gym, mecha style",mecha,0.3,5,0.3404,18.649,0.951,0.6539,
2025-08-13 13:12:22,BoxingPunchingBag,animation-0001.mp4,"A man wearing white tank top practices boxing, punching a red heavy bag in his garage home gym, mecha style",mecha,0.1,5,0.3634,18.0286,0.9097,0.6276,
2025-08-13 13:12:30,BoxingPunchingBag,animation-0002.mp4,"A man wearing white tank top practices boxing, punching a red heavy bag in his garage home gym, mecha style",mecha,0.3,9,0.3591,18.5984,0.918,0.632,XXX
2025-08-13 13:12:39,BoxingPunchingBag,animation-0003.mp4,"A man wearing white tank top practices boxing, punching a red heavy bag in his garage home gym, mecha style",mecha,0.1,9,0.3514,18.7575,0.9025,0.6378,
2025-08-13 13:12:47,BoxingPunchingBag,animation-0004.mp4,"A man wearing white tank top practices boxing, punching a red heavy bag in his garage home gym, mecha style",mecha,0.3,12,0.3527,18.6442,0.9343,0.6384,
2025-08-13 13:12:55,BoxingPunchingBag,animation-0005.mp4,"A man wearing white tank top practices boxing, punching a red heavy bag in his garage home gym, mecha style",mecha,0.1,12,0.3318,18.4204,0.9122,0.6594,
2025-08-13 13:03:28,BoxingPunchingBag,animation-0000.mp4,"A man wearing white tank top practices boxing, punching a red heavy bag in his garage home gym, pixel art style",pixel,0.3,5,0.3508,18.0143,0.9237,0.6374,XXX
2025-08-13 13:03:43,BoxingPunchingBag,animation-0001.mp4,"A man wearing white tank top practices boxing, punching a red heavy bag in his garage home gym, pixel art style",pixel,0.1,5,0.3542,17.5116,0.8845,0.6298,XXX
2025-08-13 13:03:55,BoxingPunchingBag,animation-0002.mp4,"A man wearing white tank top practices boxing, punching a red heavy bag in his garage home gym, pixel art style",pixel,0.3,9,0.37,17.531,0.9522,0.625,XXX
2025-08-13 13:04:10,BoxingPunchingBag,animation-0003.mp4,"A man wearing white tank top practices boxing, punching a red heavy bag in his garage home gym, pixel art style",pixel,0.1,9,0.3245,17.6266,0.8967,0.6614,
2025-08-13 13:04:29,BoxingPunchingBag,animation-0004.mp4,"A man wearing white tank top practices boxing, punching a red heavy bag in his garage home gym, pixel art style",pixel,0.3,12,0.3449,17.8638,0.8976,0.6438,
2025-08-13 13:04:39,BoxingPunchingBag,animation-0005.mp4,"A man wearing white tank top practices boxing, punching a red heavy bag in his garage home gym, pixel art style",pixel,0.1,12,0.3315,17.8354,0.8342,0.651,
2025-08-13 15:08:03,BrushingTeeth,animation-0000.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, anime style",anime1,0.3,5,0.3451,18.4188,0.9409,0.6469,
2025-08-13 15:08:14,BrushingTeeth,animation-0001.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, anime style",anime1,0.1,5,0.3614,19.7902,0.9286,0.6284,XXX
2025-08-13 15:08:25,BrushingTeeth,animation-0002.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, anime style",anime1,0.3,9,0.3325,19.0894,0.9136,0.6563,
2025-08-13 15:08:33,BrushingTeeth,animation-0003.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, anime style",anime1,0.1,9,0.3448,19.3031,0.9128,0.6434,
2025-08-13 15:09:06,BrushingTeeth,animation-0004.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, anime style",anime1,0.3,12,0.328,19.0548,0.8976,0.6569,
2025-08-13 15:09:12,BrushingTeeth,animation-0005.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, anime style",anime1,0.1,12,0.3534,19.0115,0.9454,0.6382,
2025-08-13 15:11:29,BrushingTeeth,animation-0000.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, anime style",anime2,0.3,5,0.3393,19.2537,0.9584,0.6545,
2025-08-13 15:12:01,BrushingTeeth,animation-0001.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, anime style",anime2,0.1,5,0.31,19.1718,0.9422,0.6837,
2025-08-13 15:12:14,BrushingTeeth,animation-0002.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, anime style",anime2,0.3,9,0.3307,19.1921,0.9572,0.6638,
2025-08-13 15:12:24,BrushingTeeth,animation-0003.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, anime style",anime2,0.1,9,0.3079,19.271,0.9533,0.6867,
2025-08-13 15:12:34,BrushingTeeth,animation-0004.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, anime style",anime2,0.3,12,0.3345,19.1432,0.9678,0.6608,
2025-08-13 15:12:43,BrushingTeeth,animation-0005.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, anime style",anime2,0.1,12,0.3376,19.3766,0.9559,0.6566,XXX
2025-08-13 15:03:04,BrushingTeeth,animation-0000.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, mecha style",mecha,0.3,5,0.3295,18.7721,0.9293,0.660799980163574,
2025-08-13 15:03:13,BrushingTeeth,animation-0001.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, mecha style",mecha,0.1,5,0.3578,18.9279,0.9564,0.636099994182587,
2025-08-13 15:03:23,BrushingTeeth,animation-0002.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, mecha style",mecha,0.3,9,0.3735,18.9803,0.9343,0.616599977016449,
2025-08-13 15:04:19,BrushingTeeth,animation-0003.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, mecha style",mecha,0.1,9,0.377,19.3727,0.9377,0.614099979400635,XXX
2025-08-13 15:04:45,BrushingTeeth,animation-0004.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, mecha style",mecha,0.3,12,0.364,19.0326,0.929,0.626500010490418,
2025-08-13 15:04:57,BrushingTeeth,animation-0005.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, mecha style",mecha,0.1,12,0.3773,19.3135,0.9236,0.612900018692017,
2025-08-13 14:59:03,BrushingTeeth,animation-0000.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, pixel art style",pixel,0.3,5,0.3305,17.7279,0.9344,0.6588,
2025-08-13 14:59:19,BrushingTeeth,animation-0001.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, pixel art style",pixel,0.1,5,0.3209,17.7155,0.9368,0.6707,
2025-08-13 14:59:30,BrushingTeeth,animation-0002.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, pixel art style",pixel,0.3,9,0.3552,17.6605,0.9276,0.635,XXX
2025-08-13 14:59:44,BrushingTeeth,animation-0003.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, pixel art style",pixel,0.1,9,0.3456,17.653,0.9275,0.645,
2025-08-13 14:59:53,BrushingTeeth,animation-0004.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, pixel art style",pixel,0.3,12,0.3205,17.3373,0.9275,0.6701,
2025-08-13 15:00:07,BrushingTeeth,animation-0005.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, pixel art style",pixel,0.1,12,0.3468,17.4275,0.9228,0.6425,
2025-08-13 15:48:18,CleanAndJerk,animation-0000.mp4,"A strong man performs an impressive snatch, lifting a heavy barbell overhead in a gym, anime style",anime1,0.3,5,0.2978,18.3584,0.8741,0.6899,
2025-08-13 15:48:27,CleanAndJerk,animation-0001.mp4,"A strong man performs an impressive snatch, lifting a heavy barbell overhead in a gym, anime style",anime1,0.1,5,0.3383,18.8244,0.9019,0.6507,XXX
2025-08-13 15:48:37,CleanAndJerk,animation-0002.mp4,"A strong man performs an impressive snatch, lifting a heavy barbell overhead in a gym, anime style",anime1,0.3,9,0.3062,17.9081,0.8946,0.682,
2025-08-13 15:48:55,CleanAndJerk,animation-0003.mp4,"A strong man performs an impressive snatch, lifting a heavy barbell overhead in a gym, anime style",anime1,0.1,9,0.3244,18.8657,0.884,0.6631,
2025-08-13 15:49:13,CleanAndJerk,animation-0004.mp4,"A strong man performs an impressive snatch, lifting a heavy barbell overhead in a gym, anime style",anime1,0.3,12,0.2927,17.7503,0.9303,0.6994,
2025-08-13 15:49:30,CleanAndJerk,animation-0005.mp4,"A strong man performs an impressive snatch, lifting a heavy barbell overhead in a gym, anime style",anime1,0.1,12,0.3045,18.5866,0.9094,0.6868,
2025-08-13 15:52:54,CleanAndJerk,animation-0000.mp4,"A strong man performs an impressive snatch, lifting a heavy barbell overhead in a gym, anime style",anime2,0.3,5,0.3307,18.6754,0.8955,0.6545,
2025-08-13 15:53:02,CleanAndJerk,animation-0001.mp4,"A strong man performs an impressive snatch, lifting a heavy barbell overhead in a gym, anime style",anime2,0.1,5,0.3324,18.4465,0.9222,0.6576,
2025-08-13 15:53:32,CleanAndJerk,animation-0002.mp4,"A strong man performs an impressive snatch, lifting a heavy barbell overhead in a gym, anime style",anime2,0.3,9,0.3334,18.6888,0.92,0.6579,
2025-08-13 15:53:42,CleanAndJerk,animation-0003.mp4,"A strong man performs an impressive snatch, lifting a heavy barbell overhead in a gym, anime style",anime2,0.1,9,0.3456,18.7129,0.9446,0.6471,XXX
2025-08-13 15:54:04,CleanAndJerk,animation-0004.mp4,"A strong man performs an impressive snatch, lifting a heavy barbell overhead in a gym, anime style",anime2,0.3,12,0.3171,18.1207,0.9234,0.6712,
2025-08-13 15:54:13,CleanAndJerk,animation-0005.mp4,"A strong man performs an impressive snatch, lifting a heavy barbell overhead in a gym, anime style",anime2,0.1,12,0.3141,18.1011,0.9272,0.6774,
2025-08-13 15:42:59,CleanAndJerk,animation-0000.mp4,"A strong man performs an impressive snatch, lifting a heavy barbell overhead in a gym, mecha style",mecha,0.3,5,0.3079,17.4315,0.882,0.6809,
2025-08-13 15:43:09,CleanAndJerk,animation-0001.mp4,"A strong man performs an impressive snatch, lifting a heavy barbell overhead in a gym, mecha style",mecha,0.1,5,0.2989,17.6531,0.889,0.6893,
2025-08-13 15:43:23,CleanAndJerk,animation-0002.mp4,"A strong man performs an impressive snatch, lifting a heavy barbell overhead in a gym, mecha style",mecha,0.3,9,0.2823,17.9285,0.9219,0.7084,
2025-08-13 15:44:06,CleanAndJerk,animation-0003.mp4,"A strong man performs an impressive snatch, lifting a heavy barbell overhead in a gym, mecha style",mecha,0.1,9,0.3148,17.6518,0.9236,0.6766,
2025-08-13 15:44:20,CleanAndJerk,animation-0004.mp4,"A strong man performs an impressive snatch, lifting a heavy barbell overhead in a gym, mecha style",mecha,0.3,12,0.3133,18.0477,0.8506,0.6713,XXX
2025-08-13 15:44:38,CleanAndJerk,animation-0005.mp4,"A strong man performs an impressive snatch, lifting a heavy barbell overhead in a gym, mecha style",mecha,0.1,12,0.3205,17.7895,0.8706,0.6646,
2025-08-13 15:37:23,CleanAndJerk,animation-0000.mp4,"A strong man performs an impressive snatch, lifting a heavy barbell overhead in a gym, pixel art style",pixel,0.3,5,0.2933,16.7469,0.9397,0.7011,
2025-08-13 15:37:35,CleanAndJerk,animation-0001.mp4,"A strong man performs an impressive snatch, lifting a heavy barbell overhead in a gym, pixel art style",pixel,0.1,5,0.2928,16.8327,0.9368,0.7003,
2025-08-13 15:37:43,CleanAndJerk,animation-0002.mp4,"A strong man performs an impressive snatch, lifting a heavy barbell overhead in a gym, pixel art style",pixel,0.3,9,0.286,17.1965,0.9418,0.708,
2025-08-13 15:37:53,CleanAndJerk,animation-0003.mp4,"A strong man performs an impressive snatch, lifting a heavy barbell overhead in a gym, pixel art style",pixel,0.1,9,0.2994,16.9405,0.9471,0.6948,
2025-08-13 15:38:08,CleanAndJerk,animation-0004.mp4,"A strong man performs an impressive snatch, lifting a heavy barbell overhead in a gym, pixel art style",pixel,0.3,12,0.3097,17.1445,0.955,0.6848,XXX
2025-08-13 15:38:19,CleanAndJerk,animation-0005.mp4,"A strong man performs an impressive snatch, lifting a heavy barbell overhead in a gym, pixel art style",pixel,0.1,12,0.3173,17.7783,0.9209,0.6739,
2025-08-13 16:59:39,Fencing,animation-0000.mp4,"Two focused fencers in white uniforms duel on a strip inside a large sports hall, anime style",anime1,0.3,5,0.3521,19.498,0.8767,0.6339,
2025-08-13 16:59:46,Fencing,animation-0001.mp4,"Two focused fencers in white uniforms duel on a strip inside a large sports hall, anime style",anime1,0.1,5,0.3539,19.4306,0.8949,0.6311,
2025-08-13 16:59:53,Fencing,animation-0002.mp4,"Two focused fencers in white uniforms duel on a strip inside a large sports hall, anime style",anime1,0.3,9,0.3527,19.4407,0.8977,0.635,
2025-08-13 17:00:10,Fencing,animation-0003.mp4,"Two focused fencers in white uniforms duel on a strip inside a large sports hall, anime style",anime1,0.1,9,0.3476,19.8546,0.9002,0.6396,
2025-08-13 17:00:17,Fencing,animation-0004.mp4,"Two focused fencers in white uniforms duel on a strip inside a large sports hall, anime style",anime1,0.3,12,0.3691,19.3664,0.9426,0.624,
2025-08-13 17:00:26,Fencing,animation-0005.mp4,"Two focused fencers in white uniforms duel on a strip inside a large sports hall, anime style",anime1,0.1,12,0.3862,20.3687,0.9038,0.5999,XXX
2025-08-13 17:04:54,Fencing,animation-0000.mp4,"Two focused fencers in white uniforms duel on a strip inside a large sports hall, anime style",anime2,0.3,5,0.371,19.9618,0.9716,0.6255,XXX
2025-08-13 17:05:02,Fencing,animation-0001.mp4,"Two focused fencers in white uniforms duel on a strip inside a large sports hall, anime style",anime2,0.1,5,0.3624,20.1778,0.9361,0.6303,
2025-08-13 17:05:25,Fencing,animation-0002.mp4,"Two focused fencers in white uniforms duel on a strip inside a large sports hall, anime style",anime2,0.3,9,0.3595,19.561,0.9729,0.6372,
2025-08-13 17:05:36,Fencing,animation-0003.mp4,"Two focused fencers in white uniforms duel on a strip inside a large sports hall, anime style",anime2,0.1,9,0.3494,19.4303,0.9586,0.6455,
2025-08-13 17:05:42,Fencing,animation-0004.mp4,"Two focused fencers in white uniforms duel on a strip inside a large sports hall, anime style",anime2,0.3,12,0.3557,19.312,0.9611,0.6385,
2025-08-13 17:05:50,Fencing,animation-0005.mp4,"Two focused fencers in white uniforms duel on a strip inside a large sports hall, anime style",anime2,0.1,12,0.3468,19.5967,0.9611,0.649,
2025-08-13 16:53:13,Fencing,animation-0000.mp4,"Two focused fencers in white uniforms duel on a strip inside a large sports hall, mecha style",mecha,0.3,5,0.3792,18.7044,0.9626,0.616,
2025-08-13 16:53:32,Fencing,animation-0001.mp4,"Two focused fencers in white uniforms duel on a strip inside a large sports hall, mecha style",mecha,0.1,5,0.3645,19.1371,0.8643,0.6168,
2025-08-13 16:53:43,Fencing,animation-0002.mp4,"Two focused fencers in white uniforms duel on a strip inside a large sports hall, mecha style",mecha,0.3,9,0.3568,18.7404,0.9068,0.6335,
2025-08-13 16:53:52,Fencing,animation-0003.mp4,"Two focused fencers in white uniforms duel on a strip inside a large sports hall, mecha style",mecha,0.1,9,0.3725,19.0718,0.9155,0.616,XXX
2025-08-13 16:54:05,Fencing,animation-0004.mp4,"Two focused fencers in white uniforms duel on a strip inside a large sports hall, mecha style",mecha,0.3,12,0.3395,18.9463,0.8718,0.647,
2025-08-13 16:54:16,Fencing,animation-0005.mp4,"Two focused fencers in white uniforms duel on a strip inside a large sports hall, mecha style",mecha,0.1,12,0.3601,19.0546,0.893,0.6255,
2025-08-13 16:48:07,Fencing,animation-0000.mp4,"Two focused fencers in white uniforms duel on a strip inside a large sports hall, pixel art style",pixel,0.3,5,0.3618,19.4394,0.9332,0.6308,
2025-08-13 16:48:27,Fencing,animation-0001.mp4,"Two focused fencers in white uniforms duel on a strip inside a large sports hall, pixel art style",pixel,0.1,5,0.3713,19.257,0.9435,0.6218,
2025-08-13 16:48:38,Fencing,animation-0002.mp4,"Two focused fencers in white uniforms duel on a strip inside a large sports hall, pixel art style",pixel,0.3,9,0.3497,18.9197,0.9015,0.6394,
2025-08-13 16:48:48,Fencing,animation-0003.mp4,"Two focused fencers in white uniforms duel on a strip inside a large sports hall, pixel art style",pixel,0.1,9,0.3793,19.2067,0.9601,0.6147,XXX
2025-08-13 16:48:57,Fencing,animation-0004.mp4,"Two focused fencers in white uniforms duel on a strip inside a large sports hall, pixel art style",pixel,0.3,12,0.3711,19.1138,0.9445,0.6208,
