Timestamp,video_id,Filename,Prompt,Style,rfc,cfg,CLIP Score,PickScore,Temporal Consistency,Embedding Distance,
2025-08-13 16:49:09,Fencing,animation-0005.mp4,"Two focused fencers in white uniforms duel on a strip inside a large sports hall, pixel art style",pixel,0.1,12,0.3796,19.1084,0.9082,0.6085,
2025-08-13 17:35:43,GolfSwing,animation-0000.mp4,"A man is practising his golf swing on the green front lawn of a brick house, anime style",anime1,0.3,5,0.3234,19.6317,0.9671,0.673,
2025-08-13 17:35:53,GolfSwing,animation-0001.mp4,"A man is practising his golf swing on the green front lawn of a brick house, anime style",anime1,0.1,5,0.3382,20.6586,0.9302,0.6536,XXX
2025-08-13 17:36:06,GolfSwing,animation-0002.mp4,"A man is practising his golf swing on the green front lawn of a brick house, anime style",anime1,0.3,9,0.2923,19.6668,0.9719,0.7039,
2025-08-13 17:36:22,GolfSwing,animation-0003.mp4,"A man is practising his golf swing on the green front lawn of a brick house, anime style",anime1,0.1,9,0.3073,20.6316,0.9632,0.6884,
2025-08-13 17:36:29,GolfSwing,animation-0004.mp4,"A man is practising his golf swing on the green front lawn of a brick house, anime style",anime1,0.3,12,0.3046,19.5697,0.9793,0.6928,
2025-08-13 17:36:36,GolfSwing,animation-0005.mp4,"A man is practising his golf swing on the green front lawn of a brick house, anime style",anime1,0.1,12,0.3329,20.4104,0.9664,0.6632,
2025-08-13 17:40:38,GolfSwing,animation-0000.mp4,"A man is practising his golf swing on the green front lawn of a brick house, anime style",anime2,0.3,5,0.3012,19.1555,0.9562,0.6935,
2025-08-13 17:40:47,GolfSwing,animation-0001.mp4,"A man is practising his golf swing on the green front lawn of a brick house, anime style",anime2,0.1,5,0.3328,20.9018,0.9742,0.6637,XXX
2025-08-13 17:40:54,GolfSwing,animation-0002.mp4,"A man is practising his golf swing on the green front lawn of a brick house, anime style",anime2,0.3,9,0.3293,20.0141,0.9804,0.6688,
2025-08-13 17:41:05,GolfSwing,animation-0003.mp4,"A man is practising his golf swing on the green front lawn of a brick house, anime style",anime2,0.1,9,0.3179,20.2646,0.9782,0.68,
2025-08-13 17:41:14,GolfSwing,animation-0004.mp4,"A man is practising his golf swing on the green front lawn of a brick house, anime style",anime2,0.3,12,0.3164,19.6023,0.9751,0.6811,
2025-08-13 17:41:23,GolfSwing,animation-0005.mp4,"A man is practising his golf swing on the green front lawn of a brick house, anime style",anime2,0.1,12,0.3577,20.2663,0.974,0.6385,
2025-08-13 17:29:44,GolfSwing,animation-0000.mp4,"A man is practising his golf swing on the green front lawn of a brick house, mecha style",mecha,0.3,5,0.3093,18.7334,0.9508,0.6857,
2025-08-13 17:30:04,GolfSwing,animation-0001.mp4,"A man is practising his golf swing on the green front lawn of a brick house, mecha style",mecha,0.1,5,0.3088,19.6594,0.949,0.6862,XXX
2025-08-13 17:30:20,GolfSwing,animation-0002.mp4,"A man is practising his golf swing on the green front lawn of a brick house, mecha style",mecha,0.3,9,0.2631,19.1245,0.9828,0.7352,
2025-08-13 17:30:34,GolfSwing,animation-0003.mp4,"A man is practising his golf swing on the green front lawn of a brick house, mecha style",mecha,0.1,9,0.2971,19.7787,0.9143,0.6943,
2025-08-13 17:30:47,GolfSwing,animation-0004.mp4,"A man is practising his golf swing on the green front lawn of a brick house, mecha style",mecha,0.3,12,0.2595,19.0213,0.9746,0.7379,
2025-08-13 17:30:56,GolfSwing,animation-0005.mp4,"A man is practising his golf swing on the green front lawn of a brick house, mecha style",mecha,0.1,12,0.3007,19.7295,0.9495,0.6938,
2025-08-13 17:25:37,GolfSwing,animation-0000.mp4,"A man is practising his golf swing on the green front lawn of a brick house, pixel art style",pixel,0.3,5,0.3068,18.3275,0.9584,0.6881,
2025-08-13 17:25:51,GolfSwing,animation-0001.mp4,"A man is practising his golf swing on the green front lawn of a brick house, pixel art style",pixel,0.1,5,0.31,18.8936,0.9673,0.6866,
2025-08-13 17:25:59,GolfSwing,animation-0002.mp4,"A man is practising his golf swing on the green front lawn of a brick house, pixel art style",pixel,0.3,9,0.3155,18.4818,0.9707,0.6809,
2025-08-13 17:26:21,GolfSwing,animation-0003.mp4,"A man is practising his golf swing on the green front lawn of a brick house, pixel art style",pixel,0.1,9,0.3284,18.8801,0.9616,0.6669,XXX
2025-08-13 17:26:45,GolfSwing,animation-0004.mp4,"A man is practising his golf swing on the green front lawn of a brick house, pixel art style",pixel,0.3,12,0.3107,18.5202,0.9261,0.6828,
2025-08-13 17:26:55,GolfSwing,animation-0005.mp4,"A man is practising his golf swing on the green front lawn of a brick house, pixel art style",pixel,0.1,12,0.3221,18.8666,0.9649,0.6742,
2025-08-13 18:17:46,HandstandWalking,animation-0000.mp4,"An athletic person holds a steady handstand on a grassy hill under a vast blue sky, anime style",anime1,0.3,5,0.3124,19.366,0.9215,0.6806,
2025-08-13 18:17:58,HandstandWalking,animation-0001.mp4,"An athletic person holds a steady handstand on a grassy hill under a vast blue sky, anime style",anime1,0.1,5,0.3031,19.6691,0.958,0.6923,
2025-08-13 18:18:05,HandstandWalking,animation-0002.mp4,"An athletic person holds a steady handstand on a grassy hill under a vast blue sky, anime style",anime1,0.3,9,0.3103,19.4003,0.9391,0.6846,
2025-08-13 18:18:19,HandstandWalking,animation-0003.mp4,"An athletic person holds a steady handstand on a grassy hill under a vast blue sky, anime style",anime1,0.1,9,0.2978,19.7308,0.9643,0.6984,
2025-08-13 18:18:30,HandstandWalking,animation-0004.mp4,"An athletic person holds a steady handstand on a grassy hill under a vast blue sky, anime style",anime1,0.3,12,0.3032,19.4323,0.9554,0.6926,
2025-08-13 18:18:42,HandstandWalking,animation-0005.mp4,"An athletic person holds a steady handstand on a grassy hill under a vast blue sky, anime style",anime1,0.1,12,0.3064,19.7739,0.9448,0.6886,
2025-08-13 18:20:17,HandstandWalking,animation-0000.mp4,"An athletic person holds a steady handstand on a grassy hill under a vast blue sky, anime style",anime2,0.3,5,0.2998,18.8744,0.9746,0.6973,
2025-08-13 18:20:26,HandstandWalking,animation-0001.mp4,"An athletic person holds a steady handstand on a grassy hill under a vast blue sky, anime style",anime2,0.1,5,0.3337,20.0784,0.9866,0.6646,
2025-08-13 18:20:53,HandstandWalking,animation-0002.mp4,"An athletic person holds a steady handstand on a grassy hill under a vast blue sky, anime style",anime2,0.3,9,0.3262,19.4418,0.9622,0.6689,
2025-08-13 18:21:06,HandstandWalking,animation-0003.mp4,"An athletic person holds a steady handstand on a grassy hill under a vast blue sky, anime style",anime2,0.1,9,0.3066,20.3357,0.9794,0.6909,
2025-08-13 18:21:27,HandstandWalking,animation-0004.mp4,"An athletic person holds a steady handstand on a grassy hill under a vast blue sky, anime style",anime2,0.3,12,0.3249,19.5505,0.9517,0.6692,
2025-08-13 18:21:36,HandstandWalking,animation-0005.mp4,"An athletic person holds a steady handstand on a grassy hill under a vast blue sky, anime style",anime2,0.1,12,0.32,19.2686,0.9602,0.6757,
2025-08-13 18:15:07,HandstandWalking,animation-0000.mp4,"An athletic person holds a steady handstand on a grassy hill under a vast blue sky, mecha style",mecha,0.3,5,0.3079,18.6178,0.9711,0.689,
2025-08-13 18:15:19,HandstandWalking,animation-0001.mp4,"An athletic person holds a steady handstand on a grassy hill under a vast blue sky, mecha style",mecha,0.1,5,0.2899,18.8528,0.9712,0.7066,
2025-08-13 18:15:29,HandstandWalking,animation-0002.mp4,"An athletic person holds a steady handstand on a grassy hill under a vast blue sky, mecha style",mecha,0.3,9,0.3081,18.644,0.9585,0.6871,
2025-08-13 18:15:39,HandstandWalking,animation-0003.mp4,"An athletic person holds a steady handstand on a grassy hill under a vast blue sky, mecha style",mecha,0.1,9,0.3017,18.9221,0.9609,0.6941,
2025-08-13 18:15:48,HandstandWalking,animation-0004.mp4,"An athletic person holds a steady handstand on a grassy hill under a vast blue sky, mecha style",mecha,0.3,12,0.3017,18.8654,0.9655,0.6952,
2025-08-13 18:15:58,HandstandWalking,animation-0005.mp4,"An athletic person holds a steady handstand on a grassy hill under a vast blue sky, mecha style",mecha,0.1,12,0.3019,19.036,0.9753,0.6953,
2025-08-13 18:10:49,HandstandWalking,animation-0000.mp4,"An athletic person holds a steady handstand on a grassy hill under a vast blue sky, pixel art style",pixel,0.3,5,0.276,18.6422,0.96,0.7203,
2025-08-13 18:11:04,HandstandWalking,animation-0001.mp4,"An athletic person holds a steady handstand on a grassy hill under a vast blue sky, pixel art style",pixel,0.1,5,0.2793,18.7971,0.922,0.7127,
2025-08-13 18:11:13,HandstandWalking,animation-0002.mp4,"An athletic person holds a steady handstand on a grassy hill under a vast blue sky, pixel art style",pixel,0.3,9,0.2641,18.3187,0.9475,0.7311,
2025-08-13 18:11:20,HandstandWalking,animation-0003.mp4,"An athletic person holds a steady handstand on a grassy hill under a vast blue sky, pixel art style",pixel,0.1,9,0.3045,18.8508,0.9462,0.6897,
2025-08-13 18:11:53,HandstandWalking,animation-0004.mp4,"An athletic person holds a steady handstand on a grassy hill under a vast blue sky, pixel art style",pixel,0.3,12,0.2653,18.2725,0.9373,0.7281,
2025-08-13 18:12:11,HandstandWalking,animation-0005.mp4,"An athletic person holds a steady handstand on a grassy hill under a vast blue sky, pixel art style",pixel,0.1,12,0.3114,18.9268,0.9489,0.6829,
2025-08-13 19:03:19,HorseRiding,animation-0000.mp4,"A rider on horseback navigates an obstacle course in a sandy arena with trees and hills, anime style",anime1,0.3,5,0.2716,17.6277,0.9098,0.7199,
2025-08-13 19:03:32,HorseRiding,animation-0001.mp4,"A rider on horseback navigates an obstacle course in a sandy arena with trees and hills, anime style",anime1,0.1,5,0.2981,18.4916,0.9247,0.6938,
2025-08-13 19:03:44,HorseRiding,animation-0002.mp4,"A rider on horseback navigates an obstacle course in a sandy arena with trees and hills, anime style",anime1,0.3,9,0.2736,17.8184,0.8805,0.7154,
2025-08-13 19:04:00,HorseRiding,animation-0003.mp4,"A rider on horseback navigates an obstacle course in a sandy arena with trees and hills, anime style",anime1,0.1,9,0.274,18.6096,0.9054,0.7178,
2025-08-13 19:04:11,HorseRiding,animation-0004.mp4,"A rider on horseback navigates an obstacle course in a sandy arena with trees and hills, anime style",anime1,0.3,12,0.2591,18.0138,0.8881,0.7313,
2025-08-13 19:04:28,HorseRiding,animation-0005.mp4,"A rider on horseback navigates an obstacle course in a sandy arena with trees and hills, anime style",anime1,0.1,12,0.3013,18.6467,0.8245,0.6768,
2025-08-13 19:11:14,HorseRiding,animation-0000.mp4,"A rider on horseback navigates an obstacle course in a sandy arena with trees and hills, anime style",anime2,0.3,5,0.2997,18.3143,0.9589,0.696,
2025-08-13 19:11:23,HorseRiding,animation-0001.mp4,"A rider on horseback navigates an obstacle course in a sandy arena with trees and hills, anime style",anime2,0.1,5,0.3095,19.0219,0.9175,0.6823,
2025-08-13 19:11:33,HorseRiding,animation-0002.mp4,"A rider on horseback navigates an obstacle course in a sandy arena with trees and hills, anime style",anime2,0.3,9,0.2689,18.1114,0.9572,0.7263,
2025-08-13 19:11:42,HorseRiding,animation-0003.mp4,"A rider on horseback navigates an obstacle course in a sandy arena with trees and hills, anime style",anime2,0.1,9,0.2882,18.5686,0.9526,0.7065,
2025-08-13 19:11:53,HorseRiding,animation-0004.mp4,"A rider on horseback navigates an obstacle course in a sandy arena with trees and hills, anime style",anime2,0.3,12,0.2813,18.4128,0.9617,0.715,
2025-08-13 19:12:01,HorseRiding,animation-0005.mp4,"A rider on horseback navigates an obstacle course in a sandy arena with trees and hills, anime style",anime2,0.1,12,0.2778,19.2633,0.9652,0.7181,
2025-08-13 18:32:00,HorseRiding,animation-0000.mp4,"A rider on horseback navigates an obstacle course in a sandy arena with trees and hills, mecha style",mecha,0.3,5,0.2868,17.7079,0.8991,0.7029,
2025-08-13 18:32:12,HorseRiding,animation-0001.mp4,"A rider on horseback navigates an obstacle course in a sandy arena with trees and hills, mecha style",mecha,0.1,5,0.309,18.8307,0.9126,0.6819,
2025-08-13 18:32:19,HorseRiding,animation-0002.mp4,"A rider on horseback navigates an obstacle course in a sandy arena with trees and hills, mecha style",mecha,0.3,9,0.2691,18.1293,0.8829,0.7188,
2025-08-13 18:32:31,HorseRiding,animation-0003.mp4,"A rider on horseback navigates an obstacle course in a sandy arena with trees and hills, mecha style",mecha,0.1,9,0.3135,18.5277,0.8958,0.6746,
2025-08-13 18:32:39,HorseRiding,animation-0004.mp4,"A rider on horseback navigates an obstacle course in a sandy arena with trees and hills, mecha style",mecha,0.3,12,0.3053,18.4519,0.8946,0.681,
2025-08-13 18:32:49,HorseRiding,animation-0005.mp4,"A rider on horseback navigates an obstacle course in a sandy arena with trees and hills, mecha style",mecha,0.1,12,0.3117,18.7358,0.9199,0.679,
2025-08-13 18:24:32,HorseRiding,animation-0000.mp4,"A rider on horseback navigates an obstacle course in a sandy arena with trees and hills, pixel art style",pixel,0.3,5,0.2514,17.0278,0.9398,0.7439,
2025-08-13 18:27:59,HorseRiding,animation-0001.mp4,"A rider on horseback navigates an obstacle course in a sandy arena with trees and hills, pixel art style",pixel,0.1,5,0.3124,17.3048,0.9576,0.683,
2025-08-13 18:28:22,HorseRiding,animation-0002.mp4,"A rider on horseback navigates an obstacle course in a sandy arena with trees and hills, pixel art style",pixel,0.3,9,0.2789,17.3911,0.9545,0.717,
2025-08-13 18:28:32,HorseRiding,animation-0003.mp4,"A rider on horseback navigates an obstacle course in a sandy arena with trees and hills, pixel art style",pixel,0.1,9,0.3037,17.1301,0.9441,0.6905,
2025-08-13 18:28:40,HorseRiding,animation-0004.mp4,"A rider on horseback navigates an obstacle course in a sandy arena with trees and hills, pixel art style",pixel,0.3,12,0.2855,17.1924,0.9492,0.7098,
2025-08-13 18:28:49,HorseRiding,animation-0005.mp4,"A rider on horseback navigates an obstacle course in a sandy arena with trees and hills, pixel art style",pixel,0.1,12,0.3136,16.9503,0.9441,0.6801,
2025-08-13 19:35:56,RockClimbingIndoor,animation-0000.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, anime style",anime1,0.3,5,0.3014,17.996,0.898,0.6877,
2025-08-13 19:36:09,RockClimbingIndoor,animation-0001.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, anime style",anime1,0.1,5,0.3458,19.0881,0.9522,0.6481,
2025-08-13 19:36:23,RockClimbingIndoor,animation-0002.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, anime style",anime1,0.3,9,0.306,18.1505,0.9303,0.6863,
2025-08-13 19:36:41,RockClimbingIndoor,animation-0003.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, anime style",anime1,0.1,9,0.3489,19.0483,0.912,0.6401,
2025-08-13 19:36:49,RockClimbingIndoor,animation-0004.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, anime style",anime1,0.3,12,0.3156,18.2874,0.9246,0.6755,
2025-08-13 19:36:58,RockClimbingIndoor,animation-0005.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, anime style",anime1,0.1,12,0.324,18.6295,0.882,0.6627,
2025-08-13 19:39:04,RockClimbingIndoor,animation-0000.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, anime style",anime2,0.3,5,0.2543,17.8124,0.9194,0.7382,
2025-08-13 19:39:15,RockClimbingIndoor,animation-0001.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, anime style",anime2,0.1,5,0.2932,18.7965,0.9337,0.6996,
2025-08-13 19:39:25,RockClimbingIndoor,animation-0002.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, anime style",anime2,0.3,9,0.2448,17.974,0.9302,0.7492,
2025-08-13 19:39:45,RockClimbingIndoor,animation-0003.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, anime style",anime2,0.1,9,0.2923,18.2829,0.942,0.7008,
2025-08-13 19:39:52,RockClimbingIndoor,animation-0004.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, anime style",anime2,0.3,12,0.2679,18.0993,0.9512,0.7277,
2025-08-13 19:40:00,RockClimbingIndoor,animation-0005.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, anime style",anime2,0.1,12,0.2831,18.0871,0.9415,0.7105,
2025-08-13 19:31:29,RockClimbingIndoor,animation-0000.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, mecha style",mecha,0.3,5,0.2777,17.8759,0.8978,0.7139,
2025-08-13 19:31:43,RockClimbingIndoor,animation-0001.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, mecha style",mecha,0.1,5,0.3212,18.3033,0.9198,0.669,
2025-08-13 19:31:53,RockClimbingIndoor,animation-0002.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, mecha style",mecha,0.3,9,0.3146,18.0575,0.9142,0.6758,
2025-08-13 19:32:16,RockClimbingIndoor,animation-0003.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, mecha style",mecha,0.1,9,0.355,19.1348,0.9162,0.6343,
2025-08-13 19:32:31,RockClimbingIndoor,animation-0004.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, mecha style",mecha,0.3,12,0.3131,18.4099,0.9216,0.6773,
2025-08-13 19:32:50,RockClimbingIndoor,animation-0005.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, mecha style",mecha,0.1,12,0.3436,18.5706,0.9179,0.6468,
2025-08-13 19:27:35,RockClimbingIndoor,animation-0000.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, pixel art style",pixel,0.3,5,0.2972,18.2742,0.9181,0.6939,
2025-08-13 19:28:26,RockClimbingIndoor,animation-0001.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, pixel art style",pixel,0.1,5,0.3031,18.8899,0.947,0.6907,
2025-08-13 19:28:40,RockClimbingIndoor,animation-0002.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, pixel art style",pixel,0.3,9,0.2928,17.8734,0.9282,0.699,
2025-08-13 19:28:54,RockClimbingIndoor,animation-0003.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, pixel art style",pixel,0.1,9,0.308,18.0627,0.9501,0.686,
2025-08-13 19:29:04,RockClimbingIndoor,animation-0004.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, pixel art style",pixel,0.3,12,0.2753,17.8295,0.8787,0.7142,
2025-08-13 19:29:24,RockClimbingIndoor,animation-0005.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, pixel art style",pixel,0.1,12,0.3079,18.1485,0.9245,0.6827,
2025-08-13 21:14:10,SkateBoarding,animation-0000.mp4,"A skater with a red backpack is carving on a paved road next to a snowy mountain, anime style",anime1,0.3,5,0.3025,18.7043,0.8701,0.6801,
2025-08-13 21:14:23,SkateBoarding,animation-0001.mp4,"A skater with a red backpack is carving on a paved road next to a snowy mountain, anime style",anime1,0.1,5,0.3398,19.0567,0.8821,0.6439,XXX
2025-08-13 21:14:39,SkateBoarding,animation-0002.mp4,"A skater with a red backpack is carving on a paved road next to a snowy mountain, anime style",anime1,0.3,9,0.3094,18.3122,0.8714,0.6747,
2025-08-13 21:14:50,SkateBoarding,animation-0003.mp4,"A skater with a red backpack is carving on a paved road next to a snowy mountain, anime style",anime1,0.1,9,0.339,18.8947,0.9078,0.649,
2025-08-13 21:15:01,SkateBoarding,animation-0004.mp4,"A skater with a red backpack is carving on a paved road next to a snowy mountain, anime style",anime1,0.3,12,0.3154,18.4117,0.8779,0.6702,
2025-08-13 21:15:09,SkateBoarding,animation-0005.mp4,"A skater with a red backpack is carving on a paved road next to a snowy mountain, anime style",anime1,0.1,12,0.3318,19.2432,0.9089,0.6581,
2025-08-13 21:17:53,SkateBoarding,animation-0000.mp4,"A skater with a red backpack is carving on a paved road next to a snowy mountain, anime style",anime2,0.3,5,0.3059,18.4748,0.881,0.6801,
2025-08-13 21:18:06,SkateBoarding,animation-0001.mp4,"A skater with a red backpack is carving on a paved road next to a snowy mountain, anime style",anime2,0.1,5,0.3618,18.6696,0.9382,0.6296,XXX
2025-08-13 21:18:15,SkateBoarding,animation-0002.mp4,"A skater with a red backpack is carving on a paved road next to a snowy mountain, anime style",anime2,0.3,9,0.3201,18.4579,0.8985,0.669,
2025-08-13 21:18:39,SkateBoarding,animation-0003.mp4,"A skater with a red backpack is carving on a paved road next to a snowy mountain, anime style",anime2,0.1,9,0.3312,18.7036,0.9335,0.6612,
2025-08-13 21:19:04,SkateBoarding,animation-0004.mp4,"A skater with a red backpack is carving on a paved road next to a snowy mountain, anime style",anime2,0.3,12,0.3342,19.0053,0.892,0.6534,
2025-08-13 21:19:17,SkateBoarding,animation-0005.mp4,"A skater with a red backpack is carving on a paved road next to a snowy mountain, anime style",anime2,0.1,12,0.2945,18.8719,0.9292,0.6993,
2025-08-13 21:10:06,SkateBoarding,animation-0000.mp4,"A skater with a red backpack is carving on a paved road next to a snowy mountain, mecha style",mecha,0.3,5,0.314,17.8891,0.877,0.671599984169006,
2025-08-13 21:10:22,SkateBoarding,animation-0001.mp4,"A skater with a red backpack is carving on a paved road next to a snowy mountain, mecha style",mecha,0.1,5,0.3596,18.8167,0.8747,0.621800005435944,XXX
2025-08-13 21:11:04,SkateBoarding,animation-0002.mp4,"A skater with a red backpack is carving on a paved road next to a snowy mountain, mecha style",mecha,0.3,9,0.3111,17.7176,0.8681,0.673799991607666,
2025-08-13 21:11:17,SkateBoarding,animation-0003.mp4,"A skater with a red backpack is carving on a paved road next to a snowy mountain, mecha style",mecha,0.1,9,0.348,18.4275,0.8657,0.63289999961853,
2025-08-13 21:11:29,SkateBoarding,animation-0004.mp4,"A skater with a red backpack is carving on a paved road next to a snowy mountain, mecha style",mecha,0.3,12,0.3234,18.0549,0.8401,0.6564000248909,
2025-08-13 21:11:37,SkateBoarding,animation-0005.mp4,"A skater with a red backpack is carving on a paved road next to a snowy mountain, mecha style",mecha,0.1,12,0.3384,18.4609,0.8928,0.647800028324127,
2025-08-13 21:03:22,SkateBoarding,animation-0000.mp4,"A skater with a red backpack is carving on a paved road next to a snowy mountain, pixel art style",pixel,0.3,5,0.3245,18.1843,0.874,0.66,
2025-08-13 21:03:46,SkateBoarding,animation-0001.mp4,"A skater with a red backpack is carving on a paved road next to a snowy mountain, pixel art style",pixel,0.1,5,0.3062,18.1538,0.8962,0.6794,
2025-08-13 21:04:07,SkateBoarding,animation-0002.mp4,"A skater with a red backpack is carving on a paved road next to a snowy mountain, pixel art style",pixel,0.3,9,0.3387,18.2014,0.904,0.6471,XXX
2025-08-13 21:04:31,SkateBoarding,animation-0003.mp4,"A skater with a red backpack is carving on a paved road next to a snowy mountain, pixel art style",pixel,0.1,9,0.3048,18.2016,0.9033,0.685,
2025-08-13 21:04:40,SkateBoarding,animation-0004.mp4,"A skater with a red backpack is carving on a paved road next to a snowy mountain, pixel art style",pixel,0.3,12,0.3013,18.5264,0.9008,0.6871,
2025-08-13 21:04:47,SkateBoarding,animation-0005.mp4,"A skater with a red backpack is carving on a paved road next to a snowy mountain, pixel art style",pixel,0.1,12,0.3107,18.2026,0.8598,0.6766,
